PCON24NM,nation,mp_name,mp_party,mp_email,la_name,child_pop_0_19,imd_decile,imd_score,pct_non_decent_homes,total_homes_la,n_dwellings_voa,estimated_children_bl_5plus,rate_per_1000_bl_5plus,pct_pre_1900,pct_pre_1945,pct_pre_1972,pct_pre_1992,housing_source,n_mines_total,n_macklin,n_macklin_pb_relevant,n_iocmwf_metalliferous,n_iocmwf_water_pollution
St Ives,England,Andrew George,Liberal Democrat,andrew.george.mp@parliament.uk,Cornwall,16680.0,4,24.237184472705568,23.1,266162.0,41680,412,24.7,29.6,38.03,59.11,76.28,VOA CTSOP 2023 (LAD),5,3,1,3,3
St Neots and Mid Cambridgeshire,England,Ian Sollom,Liberal Democrat,ian.sollom.mp@parliament.uk,South Cambridgeshire,28828.0,5.0,,9.3,69649.0,43685,616,21.4,9.55,16.42,41.58,66.53,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stafford,England,Leigh Ingham,Labour,leigh.ingham.mp@parliament.uk,Stafford,20844.0,8,14.536003222406265,14.7,60904.0,46766,417,20.0,10.66,24.86,57.22,73.83,VOA CTSOP 2023 (LAD),0,0,0,0,0
Staffordshire Moorlands,England,Dame Karen Bradley,Conservative,karen.bradley.mp@parliament.uk,Staffordshire Moorlands,16808.0,8,15.27788248531543,19.5,42973.0,41463,350,20.8,20.28,36.69,68.69,82.72,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stalybridge and Hyde,England,Jonathan Reynolds,Labour (Co-op),jonathan.reynolds.mp@parliament.uk,Tameside,24298.0,2,30.464546319021668,15.9,102516.0,43642,606,24.9,18.02,41.32,71.21,84.47,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stevenage,England,Kevin Bonavia,Labour,kevin.bonavia.mp@parliament.uk,Stevenage,25456.0,6,18.54521097016368,7.4,37962.0,44901,517,20.3,2.92,7.64,58.13,78.23,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stockport,England,Navendu Mishra,Labour,navendu.mishra.mp@parliament.uk,Stockport,26511.0,2,31.71955276970557,14.5,130518.0,40738,654,24.7,13.9,42.26,76.86,90.0,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stockton North,England,Chris McDonald,Labour,chris.mcdonald.mp@parliament.uk,Stockton-on-Tees,25942.0,2,34.47406433325117,10.7,86781.0,46178,620,23.9,5.47,21.79,55.75,74.27,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stockton West,England,Matt Vickers,Conservative,matt.vickers.mp@parliament.uk,Stockton-on-Tees,21971.0,5.0,,10.7,86781.0,40623,475,21.6,6.07,24.31,56.63,74.65,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stoke-on-Trent Central,England,Gareth Snell,Labour (Co-op),gareth.snell.mp@parliament.uk,Stoke-on-Trent,30327.0,1,36.55919035190146,15.0,112079.0,53349,774,25.5,16.76,40.65,70.43,84.11,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stoke-on-Trent North,England,David Williams,Labour,david.williams.mp@parliament.uk,Stoke-on-Trent,25976.0,2,33.96164402239345,15.0,112079.0,42794,643,24.8,16.04,39.74,70.26,83.94,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stoke-on-Trent South,England,Dr Allison Gardner,Labour,allison.gardner.mp@parliament.uk,Stoke-on-Trent,23028.0,2,31.245360325105356,15.0,112079.0,42949,570,24.8,15.94,36.65,67.22,81.62,VOA CTSOP 2023 (LAD),0,0,0,0,0
"Stone, Great Wyrley and Penkridge",England,Sir Gavin Williamson,Conservative,gavin.williamson.mp@parliament.uk,South Staffordshire,19296.0,5.0,,13.0,46805.0,38180,425,22.0,7.76,18.85,55.4,77.96,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stourbridge,England,Cat Eccles,Labour,cat.eccles.mp@parliament.uk,Dudley,21421.0,5,20.75541109177373,13.2,139013.0,37937,473,22.1,6.15,28.58,69.6,86.2,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stratford and Bow,England,Uma Kumaran,Labour,uma.kumaran.mp@parliament.uk,Newham,29595.0,5.0,,12.5,125886.0,50414,650,22.0,22.93,34.35,50.61,61.47,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stratford-on-Avon,England,Manuela Perteghella,Liberal Democrat,manuela.perteghella.mp@parliament.uk,Stratford-on-Avon,20495.0,9,11.957974920119428,16.9,60315.0,48190,401,19.6,15.38,23.25,49.36,65.46,VOA CTSOP 2023 (LAD),0,0,0,0,0
Streatham and Croydon North,England,Steve Reed,Labour (Co-op),steve.reed.mp@parliament.uk,Lambeth,27064.0,5.0,,11.1,145797.0,53141,587,21.7,30.54,53.44,71.74,81.21,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stretford and Urmston,England,Andrew Western,Labour,andrew.western.mp@parliament.uk,Trafford,26809.0,5,23.30005161684796,13.7,99194.0,44203,595,22.2,12.69,49.82,75.36,84.76,VOA CTSOP 2023 (LAD),0,0,0,0,0
Stroud,England,Dr Simon Opher,Labour,simon.opher.mp@parliament.uk,Stroud,21048.0,9,11.240344033640264,15.3,55595.0,44039,407,19.3,23.34,32.7,57.77,76.09,VOA CTSOP 2023 (LAD),0,0,0,0,0
Suffolk Coastal,England,Jenny Riddell-Carpenter,Labour,jenny.riddellcarpenter.mp@parliament.uk,East Suffolk,17244.0,7,16.063315220845247,16.3,115269.0,54201,363,21.1,18.87,31.73,55.26,77.26,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sunderland Central,England,Lewis Atkinson,Labour,lewis.atkinson.mp@parliament.uk,Sunderland,22020.0,2,30.895745607559427,12.5,126606.0,47938,534,24.3,14.43,32.47,67.91,84.31,VOA CTSOP 2023 (LAD),0,0,0,0,0
Surrey Heath,England,Dr Al Pinkerton,Liberal Democrat,al.pinkerton.mp@parliament.uk,Surrey Heath,23570.0,10,8.907872110855516,8.0,38014.0,41347,412,17.5,5.08,16.92,51.23,77.03,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sussex Weald,England,Ms Nusrat Ghani,Conservative,nusrat.ghani.mp@parliament.uk,Wealden,20538.0,5.0,,15.8,71977.0,41091,463,22.5,15.71,29.35,58.02,74.99,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sutton and Cheam,England,Luke Taylor,Liberal Democrat,luke.taylor.mp@parliament.uk,Sutton,27706.0,10,11.043800011643023,8.9,89336.0,42985,488,17.6,5.25,53.93,68.22,82.54,VOA CTSOP 2023 (LAD),0,0,0,0,0
Sutton Coldfield,England,Sir Andrew Mitchell,Conservative,andrew.mitchell.mp@parliament.uk,Birmingham,22385.0,9,13.546102570620572,18.1,429733.0,50943,443,19.8,11.67,47.2,70.36,81.58,VOA CTSOP 2023 (LAD),0,0,0,0,0
Swindon North,England,Will Stone,Labour,will.stone.mp@parliament.uk,Swindon,28685.0,5.0,,9.9,102277.0,38278,616,21.5,11.51,21.08,46.92,70.92,VOA CTSOP 2023 (LAD),0,0,0,0,0
Swindon South,England,Heidi Alexander,Labour,heidi.alexander.mp@parliament.uk,Swindon,28351.0,5.0,,9.9,102277.0,47848,609,21.5,11.51,21.08,46.92,70.92,VOA CTSOP 2023 (LAD),0,0,0,0,0
Tamworth,England,Sarah Edwards,Labour,sarah.edwards.mp@parliament.uk,Tamworth,23323.0,6,19.432155112443464,10.4,33364.0,47130,486,20.8,5.98,14.36,47.15,74.99,VOA CTSOP 2023 (LAD),0,0,0,0,0
Tatton,England,Esther McVey,Conservative,esther.mcvey.mp@parliament.uk,Cheshire East,22334.0,9,11.274230646448524,14.4,180017.0,51577,429,19.2,14.48,29.14,57.38,74.26,VOA CTSOP 2023 (LAD),0,0,0,0,0
Taunton and Wellington,England,Gideon Amos,Liberal Democrat,gideon.amos.mp@parliament.uk,Somerset,25790.0,5.0,,16.9,266140.0,,587,22.8,,,,,,0,0,0,0,0
Telford,England,Shaun Davies,Labour,shaun.davies.mp@parliament.uk,Telford and Wrekin,29409.0,3,29.677274038121237,11.0,77633.0,38612,682,23.2,6.72,12.11,39.4,65.67,VOA CTSOP 2023 (LAD),0,0,0,0,0
Tewkesbury,England,Cameron Thomas,Liberal Democrat,cameron.thomas.mp@parliament.uk,Tewkesbury,23061.0,9,11.66297273581666,11.2,43589.0,49215,431,18.7,13.45,20.73,50.26,69.97,VOA CTSOP 2023 (LAD),0,0,0,0,0
The Wrekin,England,Mark Pritchard,Conservative,mark.pritchard.mp@parliament.uk,Telford and Wrekin,25506.0,7,18.160740187415232,11.0,77633.0,55338,515,20.2,9.72,16.15,42.92,67.1,VOA CTSOP 2023 (LAD),0,0,0,0,0
Thirsk and Malton,England,Kevin Hollinrake,Conservative,kevin.hollinrake.mp@parliament.uk,North Yorkshire,18700.0,8,15.39573704697332,21.7,285064.0,,396,21.2,,,,,,0,0,0,0,0
Thornbury and Yate,England,Claire Young,Liberal Democrat,claire.young.mp@parliament.uk,South Gloucestershire,23031.0,10,10.778721828426026,9.9,125685.0,44907,409,17.8,7.63,18.31,47.74,70.69,VOA CTSOP 2023 (LAD),0,0,0,0,0
Thurrock,England,Jen Craft,Labour,jen.craft.mp@parliament.uk,Thurrock,36606.0,5,22.902058953820013,10.0,69129.0,45416,787,21.5,3.84,20.67,57.21,73.85,VOA CTSOP 2023 (LAD),0,0,0,0,0
Tipton and Wednesbury,England,Antonia Bance,Labour,antonia.bance.mp@parliament.uk,Sandwell,32605.0,5.0,,14.8,132111.0,43427,730,22.4,6.72,37.31,68.95,82.2,VOA CTSOP 2023 (LAD),0,0,0,0,0
Tiverton and Minehead,England,Rachel Gilmour,Liberal Democrat,rachel.gilmour.mp@parliament.uk,Mid Devon,18000.0,5.0,,21.7,37877.0,13550,425,23.6,25.11,31.77,52.6,71.81,VOA CTSOP 2023 (LAD),0,0,0,0,0
Tonbridge,England,Tom Tugendhat,Conservative,tom.tugendhat.mp@parliament.uk,Tonbridge and Malling,23777.0,5.0,,10.8,56594.0,44826,515,21.7,15.22,27.32,57.51,75.99,VOA CTSOP 2023 (LAD),0,0,0,0,0
Tooting,England,Dr Rosena Allin-Khan,Labour,rosena.allinkhan.mp@parliament.uk,Wandsworth,20860.0,7,17.00212784371006,9.6,148854.0,53010,416,19.9,33.11,52.1,69.84,78.35,VOA CTSOP 2023 (LAD),0,0,0,0,0
Torbay,England,Steve Darling,Liberal Democrat,steve.darling.mp@parliament.uk,Torbay,20664.0,3,29.6417456849356,17.8,67042.0,46874,507,24.5,24.27,43.15,70.12,84.66,VOA CTSOP 2023 (LAD),0,0,0,0,0
Torridge and Tavistock,England,Sir Geoffrey Cox,Conservative,coxg@parliament.uk,Torridge,18368.0,5.0,,24.5,32329.0,46880,443,24.1,29.23,37.4,54.2,70.01,VOA CTSOP 2023 (LAD),3,0,0,3,3
Tottenham,England,Mr David Lammy,Labour,david.lammy.mp@parliament.uk,Haringey,33593.0,2,34.60647248783524,14.0,113713.0,59880,825,24.6,35.78,61.77,75.54,83.97,VOA CTSOP 2023 (LAD),0,0,0,0,0
Truro and Falmouth,England,Jayne Kirkham,Labour (Co-op),jayne.kirkham.mp@parliament.uk,Cornwall,19134.0,6,18.368499516291706,23.1,266162.0,53000,441,23.0,25.6,35.26,54.41,73.51,VOA CTSOP 2023 (LAD),4,1,1,3,3
Tunbridge Wells,England,Mike Martin,Liberal Democrat,mike.martin.mp@parliament.uk,Tunbridge Wells,27598.0,10,11.10861676415051,16.3,50897.0,44902,516,18.7,30.63,42.13,67.01,81.1,VOA CTSOP 2023 (LAD),0,0,0,0,0
Twickenham,England,Munira Wilson,Liberal Democrat,munira.wilson.mp@parliament.uk,Richmond upon Thames,27033.0,10,9.308053342016459,9.0,87525.0,47556,476,17.6,20.3,62.0,78.26,87.68,VOA CTSOP 2023 (LAD),0,0,0,0,0
Tynemouth,England,Sir Alan Campbell,Labour,alan.campbell.mp@parliament.uk,North Tyneside,20798.0,7,17.67007460604236,12.8,99556.0,40484,426,20.5,9.06,36.57,65.18,80.35,VOA CTSOP 2023 (LAD),0,0,0,0,0
Uxbridge and South Ruislip,England,Danny Beales,Labour,danny.beales.mp@parliament.uk,Hillingdon,32035.0,8,15.837113429655888,8.0,118452.0,44648,607,18.9,1.87,41.75,67.35,81.5,VOA CTSOP 2023 (LAD),0,0,0,0,0
Vauxhall and Camberwell Green,England,Florence Eshalomi,Labour (Co-op),florence.eshalomi.mp@parliament.uk,Lambeth,17559.0,5.0,,11.1,145797.0,43153,381,21.7,33.72,49.05,67.12,76.94,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wakefield and Rothwell,England,Simon Lightwood,Labour (Co-op),simon.lightwood.mp@parliament.uk,Wakefield,26598.0,5.0,,13.0,158839.0,49783,586,22.0,9.36,32.07,62.04,76.35,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wallasey,England,Dame Angela Eagle,Labour,eaglea@parliament.uk,Wirral,22149.0,2,35.21108441156304,16.8,147536.0,45963,556,25.1,15.49,48.24,74.84,88.54,VOA CTSOP 2023 (LAD),0,0,0,0,0
Walsall and Bloxwich,England,Valerie Vaz,Labour,valerie.vaz.mp@parliament.uk,Walsall,36805.0,5.0,,13.1,113850.0,44838,812,22.1,8.56,29.83,71.05,83.46,VOA CTSOP 2023 (LAD),0,0,0,0,0
Walthamstow,England,Ms Stella Creasy,Labour (Co-op),stella.creasy.mp@parliament.uk,Waltham Forest,31520.0,3,27.117095859069234,12.5,111422.0,52785,740,23.5,24.35,64.58,76.15,82.97,VOA CTSOP 2023 (LAD),0,0,0,0,0
Warrington North,England,Charlotte Nichols,Labour,charlotte.nichols.mp@parliament.uk,Warrington,21894.0,4,23.652081906410334,11.7,93301.0,41561,494,22.6,8.93,28.22,54.25,75.39,VOA CTSOP 2023 (LAD),0,0,0,0,0
Warrington South,England,Sarah Hall,Labour (Co-op),sarah.hall.mp@parliament.uk,Warrington,24762.0,8,15.192064133437212,11.7,93301.0,45717,484,19.5,8.93,28.22,54.25,75.39,VOA CTSOP 2023 (LAD),0,0,0,0,0
Warwick and Leamington,England,Matt Western,Labour,matt.western.mp@parliament.uk,Warwick,24020.0,9,13.243361062823514,14.0,63540.0,48240,460,19.2,14.74,24.71,54.54,72.08,VOA CTSOP 2023 (LAD),0,0,0,0,0
Washington and Gateshead South,England,Mrs Sharon Hodgson,Labour,sharon.hodgson.mp@parliament.uk,Sunderland,21488.0,5.0,,12.5,126606.0,45918,472,22.0,14.14,33.71,69.08,84.52,VOA CTSOP 2023 (LAD),0,0,0,0,0
Watford,England,Matt Turmaine,Labour,matt.turmaine.mp@parliament.uk,Watford,30168.0,8,14.468723798735168,11.6,41136.0,44814,589,19.5,13.54,44.36,65.91,74.95,VOA CTSOP 2023 (LAD),0,0,0,0,0
Waveney Valley,England,Adrian Ramsay,Green Party,adrian.ramsay.mp@parliament.uk,Mid Suffolk,16548.0,5.0,,17.7,45999.0,43869,379,22.9,17.74,25.19,45.52,67.23,VOA CTSOP 2023 (LAD),0,0,0,0,0
Weald of Kent,England,Katie Lam,Conservative,katie.lam.mp@parliament.uk,Ashford,22598.0,5.0,,13.8,56533.0,50225,502,22.2,15.52,26.27,51.18,67.94,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wellingborough and Rushden,England,Gen Kitchen,Labour,gen.kitchen.mp@parliament.uk,North Northamptonshire,28167.0,5.0,,14.6,156363.0,48932,629,22.3,12.56,25.13,51.99,69.02,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wells and Mendip Hills,England,Tessa Munt,Liberal Democrat,tessa.munt.mp@parliament.uk,Somerset,19153.0,5.0,,16.9,266140.0,11475,436,22.8,14.8,25.68,52.44,74.34,VOA CTSOP 2023 (LAD),0,0,0,0,0
Welwyn Hatfield,England,Andrew Lewin,Labour,andrew.lewin.mp@parliament.uk,Welwyn Hatfield,27524.0,8,14.638401366208432,7.8,48133.0,47147,520,18.9,2.29,16.76,57.75,76.68,VOA CTSOP 2023 (LAD),0,0,0,0,0
West Bromwich,England,Sarah Coombes,Labour,sarah.coombes.mp@parliament.uk,Sandwell,30415.0,5.0,,14.8,132111.0,43437,681,22.4,6.8,38.55,68.85,81.63,VOA CTSOP 2023 (LAD),0,0,0,0,0
West Dorset,England,Edward Morello,Liberal Democrat,edward.morello.mp@parliament.uk,Dorset,17643.0,8,15.750153776716848,15.6,180159.0,55541,356,20.2,18.0,27.71,52.4,75.54,VOA CTSOP 2023 (LAD),0,0,0,0,0
West Ham and Beckton,England,James Asser,Labour,james.asser.mp@parliament.uk,Newham,35329.0,5.0,,12.5,125886.0,52144,776,22.0,28.94,43.46,58.43,68.53,VOA CTSOP 2023 (LAD),0,0,0,0,0
West Lancashire,England,Ashley Dalton,Labour,ashley.dalton.mp@parliament.uk,West Lancashire,21793.0,6,19.879879840889387,15.3,49955.0,42144,473,21.7,10.8,23.02,60.32,77.44,VOA CTSOP 2023 (LAD),0,0,0,0,0
West Suffolk,England,Nick Timothy,Conservative,nick.timothy.mp@parliament.uk,West Suffolk,28990.0,7,17.257263360071374,12.7,81778.0,54060,593,20.5,12.88,18.12,46.72,70.38,VOA CTSOP 2023 (LAD),0,0,0,0,0
West Worcestershire,England,Dame Harriett Baldwin,Conservative,harriett.baldwin.mp@parliament.uk,Malvern Hills,20037.0,8,15.576966968978667,21.4,35394.0,47992,423,21.1,23.12,31.17,56.51,73.73,VOA CTSOP 2023 (LAD),0,0,0,0,0
Westmorland and Lonsdale,England,Tim Farron,Liberal Democrat,tim.farron.mp@parliament.uk,Westmorland and Furness,15571.0,9,12.188202638423506,28.0,106687.0,,332,21.3,,,,,,8,3,3,7,8
Weston-super-Mare,England,Dan Aldridge,Labour,daniel.aldridge.mp@parliament.uk,North Somerset,22050.0,5.0,,12.1,100784.0,34426,483,21.9,14.8,25.68,52.44,74.34,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wetherby and Easingwold,England,Sir Alec Shelbrooke,Conservative,alec.shelbrooke.mp@parliament.uk,North Yorkshire,20065.0,5.0,,21.7,285064.0,21743,474,23.6,12.53,36.58,65.56,77.7,VOA CTSOP 2023 (LAD),0,0,0,0,0
Whitehaven and Workington,England,Josh MacAlister,Labour,josh.macalister.mp@parliament.uk,Cumberland,20034.0,5.0,,22.0,129197.0,,474,23.7,,,,,,0,0,0,0,0
Widnes and Halewood,England,Derek Twigg,Labour,derek.twigg.mp@parliament.uk,Halton,21824.0,5.0,,11.4,57601.0,42636,475,21.8,6.5,22.96,54.46,76.74,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wigan,England,Lisa Nandy,Labour,lisa.nandy.mp@parliament.uk,Wigan,23777.0,3,28.009562262967293,13.6,147357.0,41277,564,23.7,14.18,34.73,65.17,79.14,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wimbledon,England,Mr Paul Kohler,Liberal Democrat,paul.kohler.mp@parliament.uk,Merton,26180.0,10,8.655202926565442,10.0,88985.0,51403,465,17.8,12.34,61.07,74.71,84.76,VOA CTSOP 2023 (LAD),0,0,0,0,0
Winchester,England,Dr Danny Chambers,Liberal Democrat,danny.chambers.mp@parliament.uk,Winchester,24565.0,10,8.046847591541022,12.7,54531.0,46248,446,18.2,14.11,25.12,49.95,69.76,VOA CTSOP 2023 (LAD),0,0,0,0,0
Windsor,England,Jack Rankin,Conservative,jack.rankin.mp@parliament.uk,Windsor and Maidenhead,27904.0,10,8.404771190244633,10.4,64283.0,45965,497,17.8,9.95,26.67,58.32,76.63,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wirral West,England,Matthew Patrick,Labour,matthew.patrick.mp@parliament.uk,Wirral,17995.0,7,17.641357002262108,16.8,147536.0,45963,381,21.2,15.49,48.24,74.84,88.54,VOA CTSOP 2023 (LAD),0,0,0,0,0
Witham,England,Priti Patel,Conservative,withammp@parliament.uk,Braintree,25143.0,9,13.279771202734457,12.3,67524.0,45138,474,18.9,11.39,23.07,49.2,70.11,VOA CTSOP 2023 (LAD),0,0,0,0,0
Witney,England,Charlie Maynard,Liberal Democrat,charlie.maynard.mp@parliament.uk,West Oxfordshire,24593.0,10,8.736159973970336,13.7,50684.0,43761,450,18.3,15.42,21.28,48.13,68.09,VOA CTSOP 2023 (LAD),0,0,0,0,0
Woking,England,Mr Will Forster,Liberal Democrat,will.forster.mp@parliament.uk,Woking,26065.0,10,10.780597056236982,10.3,43820.0,44140,464,17.8,5.94,22.68,53.31,77.07,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wokingham,England,Clive Jones,Liberal Democrat,clive.jones.mp@parliament.uk,Wokingham,27315.0,10,6.064711140989138,7.3,73124.0,40524,474,17.4,4.15,12.6,42.26,70.64,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wolverhampton North East,England,Sureena Brackenridge,Labour,sureena.brackenridge.mp@parliament.uk,Wolverhampton,30425.0,2,34.21139897366492,14.8,106692.0,48943,752,24.7,7.52,35.88,72.49,84.95,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wolverhampton South East,England,Pat McFadden,Labour,mcfaddenp@parliament.uk,Wolverhampton,37163.0,1,37.00718008720012,14.8,106692.0,45114,947,25.5,7.69,34.87,72.25,84.7,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wolverhampton West,England,Warinder Juss,Labour,warinder.juss.mp@parliament.uk,Wolverhampton,29865.0,5.0,,14.8,106692.0,47167,668,22.4,7.26,37.39,72.85,85.32,VOA CTSOP 2023 (LAD),0,0,0,0,0
Worcester,England,Tom Collins,Labour,tom.collins.mp@parliament.uk,Worcester,23084.0,6,20.556707919227044,14.5,45375.0,47380,497,21.5,16.25,31.07,55.91,74.36,VOA CTSOP 2023 (LAD),0,0,0,0,0
Worsley and Eccles,England,Michael Wheeler,Labour,michael.wheeler.mp@parliament.uk,Salford,27029.0,5.0,,14.0,118578.0,59623,601,22.2,12.06,33.41,58.13,70.97,VOA CTSOP 2023 (LAD),0,0,0,0,0
Worthing West,England,Dr Beccy Cooper,Labour,beccy.cooper.mp@parliament.uk,Worthing,19809.0,7,17.26515287031395,17.0,52239.0,45424,420,21.2,7.87,39.4,71.18,85.98,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wycombe,England,Emma Reynolds,Labour,emma.reynolds.mp@parliament.uk,Buckinghamshire,29593.0,9,13.082962668556714,11.0,232712.0,40607,552,18.7,8.89,22.93,55.2,74.53,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wyre Forest,England,Mark Garnier,Conservative,mark.garnier.mp@parliament.uk,Wyre Forest,21384.0,5,22.784010227957076,16.2,45976.0,48350,484,22.6,13.9,27.67,64.2,79.98,VOA CTSOP 2023 (LAD),0,0,0,0,0
Wythenshawe and Sale East,England,Mike Kane,Labour,mike.kane.mp@parliament.uk,Manchester,32078.0,2,34.80568207276452,17.9,221040.0,53234,813,25.3,14.15,46.19,64.74,75.13,VOA CTSOP 2023 (LAD),0,0,0,0,0
Yeovil,England,Adam Dance,Liberal Democrat,adam.dance.mp@parliament.uk,Somerset,22981.0,6,18.431565258266406,16.9,266140.0,,505,22.0,,,,,,0,0,0,0,0
York Central,England,Rachael Maskell,Labour (Co-op),rachael.maskell.mp@parliament.uk,York,19799.0,8,15.817020163736931,15.3,88781.0,39609,398,20.1,14.49,33.24,59.74,77.42,VOA CTSOP 2023 (LAD),0,0,0,0,0
York Outer,England,Mr Luke Charters,Labour,luke.charters.mp@parliament.uk,York,18782.0,10,7.109094799739935,15.3,88781.0,52811,349,18.6,14.49,33.24,59.74,77.42,VOA CTSOP 2023 (LAD),0,0,0,0,0
Belfast East,Northern Ireland,Gavin Robinson,Democratic Unionist Party,gavin.robinson.mp@parliament.uk,Belfast,23777.0,1,38.74047030089032,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
Belfast North,Northern Ireland,John Finucane,Sinn Féin,john.finucane.mp@parliament.uk,Belfast,23777.0,1,65.38729141722065,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
Belfast South and Mid Down,Northern Ireland,Claire Hanna,Social Democratic & Labour Party,claire.hanna.mp@parliament.uk,Belfast,23777.0,5.0,,14.2,,46111,529,22.2,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
Belfast West,Northern Ireland,Paul Maskey,Sinn Féin,paul.maskey.mp@parliament.uk,Belfast,23777.0,1,71.9006169718264,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
East Antrim,Northern Ireland,Sammy Wilson,Democratic Unionist Party,barronj@parliament.uk,Mid and East Antrim,23777.0,1,36.91611384109566,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
East Londonderry,Northern Ireland,Mr Gregory Campbell,Democratic Unionist Party,aaron.callan@parliament.uk,Causeway Coast and Glens,23777.0,1,47.81467916687612,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
Fermanagh and South Tyrone,Northern Ireland,Pat Cullen,Sinn Féin,pat.cullen.mp@parliament.uk,Fermanagh and Omagh,23777.0,1,44.78015792609703,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
Foyle,Northern Ireland,Colum Eastwood,Social Democratic & Labour Party,colum.eastwood.mp@parliament.uk,Derry City and Strabane,23777.0,1,63.10188564348571,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
Lagan Valley,Northern Ireland,Sorcha Eastwood,Alliance,sorcha.eastwood.mp@parliament.uk,Lisburn and Castlereagh,23777.0,2,31.410263838342626,14.2,,46111,585,24.6,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
Mid Ulster,Northern Ireland,Mr Cathal Mallaghan,Sinn Féin,cathal.mallaghan.mp@parliament.uk,Mid Ulster,23777.0,1,42.40653306347661,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
Newry and Armagh,Northern Ireland,Dáire Hughes,Sinn Féin,daire.hughes.mp@parliament.uk,"Newry, Mourne and Down",23777.0,1,50.463105691555164,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
North Antrim,Northern Ireland,Jim Allister,Traditional Unionist Voice,jim.allister.mp@parliament.uk,Mid and East Antrim,23777.0,1,40.13383968370222,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
North Down,Northern Ireland,Alex Easton,Independent,alex.easton.mp@parliament.uk,Ards and North Down,23777.0,2,32.401584490658855,14.2,,46111,585,24.6,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
South Antrim,Northern Ireland,Robin Swann,Ulster Unionist Party,robin.swann.mp@parliament.uk,Antrim and Newtownabbey,23777.0,2,33.3385194082542,14.2,,46111,585,24.6,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
South Down,Northern Ireland,Chris Hazzard,Sinn Féin,chris.hazzard.mp@parliament.uk,"Newry, Mourne and Down",23777.0,1,44.76939539369285,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
Strangford,Northern Ireland,Jim Shannon,Democratic Unionist Party,jim.shannon.mp@parliament.uk,Ards and North Down,23777.0,1,38.68062846098938,14.2,,46111,603,25.4,8.0,16.5,42.51,70.47,NIHCS 2023 (NI-wide; no district breakdown),0,0,0,0,0
